customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
214,41.0,Female,North,Graduate,Unemployed,807169.46,452821.81,Education,514.0,7,82,37.09,2016-03-19 12:25:06.071799,0
215,58.0,Male,South,Post-Graduate,Salaried,591848.83,562153.12,Home,759.0,7,99,20.12,2026-02-15 12:25:06.071801,0
216,69.0,Female,East,Secondary,Self-Employed,637846.4,157506.31,Car,757.0,4,148,43.16,2024-05-14 12:25:06.071803,0
217,66.0,Male,South,Secondary,Unemployed,400731.66,263471.04,Home,342.0,7,15,11.18,2023-05-21 12:25:06.071805,0
218,66.0,Female,South,Primary,Unemployed,796623.53,158420.31,Other,577.0,9,69,77.28,2016-06-14 12:25:06.071807,0
219,69.0,Male,East,Graduate,Self-Employed,370868.29,204978.3,Education,429.0,7,179,51.08,2022-03-05 12:25:06.071809,0
220,29.0,Male,North,Primary,Salaried,499100.7,399658.13,Business,649.0,2,76,21.13,2017-07-25 12:25:06.071811,0
221,56.0,Male,South,Primary,,725982.97,198104.28,Business,843.0,1,62,28.96,2020-01-02 12:25:06.071814,0
222,19.0,Male,South,Post-Graduate,Unemployed,192113.7,176359.32,Education,405.0,8,119,45.84,2017-05-02 12:25:06.071816,0
223,20.0,Female,East,Post-Graduate,Self-Employed,634792.23,419549.38,Home,300.0,1,37,25.11,2021-02-08 12:25:06.071818,0
224,66.0,Male,North,Primary,Self-Employed,392185.29,367610.82,Car,731.0,8,134,31.49,2022-08-15 12:25:06.071820,0
225,,Female,South,Graduate,Salaried,603309.88,352501.68,Home,605.0,3,199,52.75,2018-09-29 12:25:06.071822,0
226,66.0,Male,East,Post-Graduate,Unemployed,529588.88,202066.9,Education,826.0,1,26,76.61,2018-01-07 12:25:06.071824,1
227,34.0,Female,South,Primary,Salaried,1021166.97,493953.49,Education,352.0,9,8,42.15,2024-05-21 12:25:06.071836,0
228,66.0,Male,West,Primary,Salaried,521375.76,302173.53,Car,819.0,0,4,67.36,2021-05-11 12:25:06.071838,1
229,19.0,Male,East,Primary,Self-Employed,968530.27,657028.52,Other,629.0,3,21,80.13,2016-06-30 12:25:06.071841,0
230,19.0,Female,North,Primary,Unemployed,717390.46,324174.93,Other,624.0,8,159,27.3,2022-04-02 12:25:06.071843,1
231,45.0,Male,North,Primary,Unemployed,439708.21,-50002.18,Car,413.0,8,149,74.58,2025-05-27 12:25:06.071845,0
232,40.0,Male,North,Primary,Unemployed,666162.19,-56681.33,Other,446.0,3,25,70.59,2025-10-11 12:25:06.071847,0
233,54.0,Female,North,Post-Graduate,Self-Employed,539118.05,393592.49,Business,465.0,8,143,38.55,2021-02-25 12:25:06.071849,0
234,49.0,Female,South,Graduate,Self-Employed,648431.5,495074.12,Other,678.0,5,163,89.16,2021-03-06 12:25:06.071851,0
235,50.0,Male,South,Primary,Self-Employed,457221.8,182425.78,Other,438.0,0,177,31.01,2024-12-28 12:25:06.071854,0
236,18.0,Male,North,Secondary,Self-Employed,938035.53,615146.82,Other,598.0,9,43,30.38,2017-10-29 12:25:06.071856,0
237,36.0,Female,North,Post-Graduate,Self-Employed,785079.62,549449.84,Business,575.0,5,169,71.78,2023-04-24 12:25:06.071857,0
238,19.0,Male,North,Post-Graduate,Unemployed,606356.31,331582.01,Other,477.0,8,37,44.77,2024-10-14 12:25:06.071859,0
239,61.0,Male,South,Primary,Salaried,945822.95,380918.09,Business,653.0,1,185,36.46,2023-08-14 12:25:06.071862,0
240,,Male,North,Post-Graduate,Unemployed,614855.85,434179.53,Car,453.0,5,42,24.29,2024-07-09 12:25:06.071864,1
241,49.0,Female,North,Primary,Salaried,,583499.23,Home,500.0,1,175,71.23,2017-02-20 12:25:06.071866,0
242,23.0,Female,West,Graduate,Self-Employed,607660.12,402320.4,Car,414.0,3,92,72.91,2021-01-13 12:25:06.071868,1
243,49.0,Male,West,Graduate,Salaried,678777.52,328189.75,Home,367.0,7,61,55.33,2020-06-25 12:25:06.071870,1
244,21.0,Male,North,Post-Graduate,Unemployed,583712.24,400845.18,Car,744.0,6,142,86.59,2024-03-03 12:25:06.071872,0
245,28.0,Male,East,Post-Graduate,Unemployed,619060.27,380604.04,Home,744.0,8,68,35.45,2023-07-05 12:25:06.071874,0
246,34.0,Female,North,Secondary,Salaried,634106.37,438661.53,Home,625.0,6,53,27.57,2019-05-04 12:25:06.071876,0
247,55.0,Male,West,Post-Graduate,Self-Employed,466053.63,64496.51,Education,658.0,0,84,64.2,2021-03-18 12:25:06.071878,0
248,41.0,Male,East,Secondary,,519786.27,347378.02,Home,444.0,1,34,70.67,2024-05-09 12:25:06.071880,0
249,,Female,East,Graduate,Unemployed,556649.0,369066.08,Home,574.0,5,76,27.99,2020-03-25 12:25:06.071882,0
250,69.0,Male,North,Graduate,Salaried,645942.2,289072.92,Education,808.0,6,97,16.13,2022-07-24 12:25:06.071884,0
251,51.0,Female,West,Primary,Self-Employed,593884.2,417624.97,Other,478.0,2,152,74.84,2016-06-07 12:25:06.071886,0
252,,Male,West,Graduate,,834606.51,588175.14,Other,776.0,8,148,88.12,2021-08-12 12:25:06.071888,0
253,39.0,Male,East,Secondary,Unemployed,769423.66,320732.57,Education,713.0,6,197,61.57,2016-09-28 12:25:06.071890,0
254,28.0,Male,North,Post-Graduate,Self-Employed,560734.49,403758.16,Business,452.0,5,30,32.23,2017-03-10 12:25:06.071892,0
255,65.0,Female,South,Primary,Salaried,876356.78,540939.71,Home,403.0,5,88,89.73,2022-01-01 12:25:06.071894,0
256,33.0,Female,South,Secondary,Unemployed,974604.12,324234.68,Home,374.0,0,7,81.46,2019-09-07 12:25:06.071897,0
257,50.0,Female,West,Post-Graduate,Unemployed,191234.74,166730.52,Education,427.0,4,36,51.07,2022-07-30 12:25:06.071899,1
258,26.0,Male,South,Primary,Salaried,786458.02,392366.83,Education,644.0,9,38,76.03,2016-11-18 12:25:06.071905,0
259,23.0,Female,West,Graduate,Unemployed,461403.16,-30249.92,Business,830.0,2,52,75.27,2022-01-08 12:25:06.071909,0
260,33.0,Male,West,Secondary,Self-Employed,,-44755.06,Other,458.0,6,143,84.78,2025-08-22 12:25:06.071913,0
261,46.0,Male,West,Post-Graduate,Self-Employed,847647.59,349951.81,Car,837.0,9,174,77.27,2023-09-11 12:25:06.071916,1
262,20.0,Female,South,Primary,Salaried,424601.48,-51745.56,Other,725.0,2,151,61.49,2021-05-20 12:25:06.071920,0
263,37.0,Male,West,Primary,Self-Employed,229534.58,102724.84,Home,322.0,4,140,58.74,2016-03-02 12:25:06.071923,0
264,53.0,Male,East,Graduate,Salaried,767086.82,242985.22,Education,346.0,6,172,47.39,2016-09-27 12:25:06.071926,1
265,36.0,Male,North,Post-Graduate,Salaried,627080.5,191787.55,Business,824.0,2,143,60.12,2023-04-01 12:25:06.071930,0
266,,Male,North,Graduate,Self-Employed,266312.25,277829.02,Other,443.0,9,93,73.62,2021-04-22 12:25:06.071933,0
267,20.0,Male,West,Graduate,Salaried,1105912.9,466930.52,Business,718.0,1,107,87.52,2021-03-18 12:25:06.071937,0
268,36.0,Female,North,Post-Graduate,Self-Employed,724883.88,335772.12,Other,384.0,5,126,47.38,2016-07-22 12:25:06.071941,0
269,37.0,Male,South,Post-Graduate,Unemployed,734020.01,174101.94,Home,715.0,7,49,55.89,2020-06-10 12:25:06.071948,0
270,49.0,Female,South,Post-Graduate,Unemployed,873163.55,503166.16,Car,,3,21,45.58,2020-09-13 12:25:06.071951,0
271,24.0,Female,North,Secondary,Salaried,483835.21,85671.41,Business,755.0,8,15,63.48,2022-10-26 12:25:06.071953,0
272,69.0,Male,South,Post-Graduate,Self-Employed,,333282.53,Business,596.0,7,14,60.39,2023-08-08 12:25:06.071955,0
273,58.0,Male,North,Primary,Self-Employed,336135.62,68987.1,Car,411.0,6,42,11.43,2020-02-29 12:25:06.071958,0
274,50.0,Male,North,Graduate,Unemployed,478410.31,337847.69,Business,529.0,6,15,53.29,2017-06-23 12:25:06.071960,0
275,57.0,Female,North,Secondary,Unemployed,677132.0,252205.89,Business,395.0,2,63,17.08,2024-11-29 12:25:06.071963,0
276,56.0,Male,West,Post-Graduate,Self-Employed,266943.07,462335.69,Other,677.0,5,196,12.11,2018-01-03 12:25:06.071965,0
277,35.0,Female,North,Secondary,Salaried,472742.09,408103.42,Other,455.0,4,27,73.3,2017-08-02 12:25:06.071967,0
278,57.0,Male,West,Post-Graduate,Unemployed,414413.21,211929.1,Car,,0,93,30.69,2019-06-13 12:25:06.071970,0
279,18.0,Female,North,Secondary,Salaried,628418.45,183159.05,Home,404.0,2,105,37.25,2020-12-21 12:25:06.071972,0
280,28.0,Male,North,Graduate,Salaried,714940.25,252735.49,Business,629.0,0,53,15.13,2023-11-13 12:25:06.071975,0
281,45.0,Male,North,Graduate,Unemployed,,581335.72,Home,738.0,3,52,24.36,2017-02-28 12:25:06.071977,0
282,42.0,Female,South,Primary,Salaried,799763.33,542860.27,Car,431.0,9,63,71.25,2020-09-13 12:25:06.071979,0
283,67.0,Female,West,Primary,Salaried,874423.37,154759.77,Car,681.0,2,181,49.48,2024-03-03 12:25:06.071981,0
284,40.0,Male,West,Post-Graduate,Self-Employed,721449.09,420033.8,Other,437.0,3,57,80.45,2023-07-17 12:25:06.071984,0
285,48.0,Female,North,Graduate,Salaried,977467.18,40285.29,Business,569.0,8,120,41.78,2017-11-13 12:25:06.071986,0
286,47.0,Male,North,Secondary,Self-Employed,623900.5,232898.63,Education,849.0,2,52,31.5,2019-03-03 12:25:06.071988,0
287,59.0,Female,South,Secondary,Unemployed,565335.77,160865.35,Car,695.0,5,107,37.81,2023-11-22 12:25:06.071990,0
288,52.0,Female,South,Secondary,Unemployed,721461.47,460391.92,Business,763.0,5,43,67.02,2021-12-29 12:25:06.071993,1
289,24.0,Male,South,Primary,Self-Employed,556717.77,106392.37,Home,749.0,6,135,54.4,2019-05-19 12:25:06.071995,0
290,33.0,Male,West,Secondary,Unemployed,970512.95,364402.54,Other,630.0,8,117,82.34,2019-12-14 12:25:06.071997,0
291,43.0,Male,West,Primary,Salaried,826196.69,300106.52,Home,552.0,6,170,58.17,2026-01-24 12:25:06.071999,1
292,65.0,Female,West,Primary,Salaried,750055.63,273682.68,Car,584.0,0,4,49.44,2017-12-23 12:25:06.072001,0
293,69.0,Female,North,Post-Graduate,Salaried,626283.87,550737.44,Car,573.0,7,197,72.86,2022-12-31 12:25:06.072004,0
294,66.0,Male,West,Secondary,Unemployed,518504.57,563954.58,Home,319.0,4,133,85.8,2016-08-14 12:25:06.072006,0
295,19.0,Male,East,Secondary,Salaried,740265.0,278341.08,Car,538.0,8,80,38.47,2025-04-28 12:25:06.072008,0
296,18.0,Female,East,Graduate,Unemployed,374580.51,248112.55,Business,569.0,9,41,29.99,2025-01-14 12:25:06.072011,0
297,65.0,Other,South,Post-Graduate,Salaried,906872.71,73969.0,Car,717.0,4,132,59.3,2025-05-31 12:25:06.072013,0
298,29.0,Female,West,Graduate,Self-Employed,,299361.15,Other,609.0,4,2,49.91,2022-12-06 12:25:06.072015,0
299,22.0,Male,East,Post-Graduate,Unemployed,661021.35,592995.49,Business,330.0,1,195,89.13,2024-08-20 12:25:06.072017,0
300,54.0,Male,South,Secondary,Unemployed,418079.78,280689.7,Education,403.0,2,149,46.99,2019-02-28 12:25:06.072020,0
301,49.0,Male,West,Primary,Salaried,744597.25,409313.89,Car,485.0,9,198,15.95,2019-06-18 12:25:06.072022,1
302,26.0,Female,North,Primary,Unemployed,509251.68,90375.4,Car,427.0,8,43,88.19,2022-04-08 12:25:06.072024,0
303,58.0,Male,East,Primary,Unemployed,729845.76,234783.76,Other,509.0,6,82,77.49,2020-06-12 12:25:06.072027,0
304,52.0,Female,North,Primary,Self-Employed,751478.69,369369.8,Other,713.0,0,108,24.26,2018-04-03 12:25:06.072029,0
305,36.0,Male,West,Primary,Self-Employed,,315879.36,Home,580.0,2,197,82.37,2025-06-25 12:25:06.072031,0
306,65.0,Female,East,Graduate,Salaried,1876470.88,1694800.4,Home,552.0,1,137,37.25,2018-09-14 12:25:06.072034,0
307,33.0,Female,West,Post-Graduate,Self-Employed,906379.98,209599.22,Home,318.0,0,156,40.17,2019-02-20 12:25:06.072036,0
308,20.0,Female,North,Secondary,Salaried,561540.19,37501.72,Other,435.0,8,26,82.51,2024-05-03 12:25:06.072038,0
309,37.0,Male,East,Graduate,Salaried,644969.76,468313.53,Home,522.0,7,82,52.41,2018-08-31 12:25:06.072040,0
310,41.0,Male,North,Post-Graduate,Salaried,697092.9,159577.61,Home,302.0,4,83,21.02,2025-07-02 12:25:06.072043,0
311,50.0,Male,West,Primary,Unemployed,349259.97,375990.6,Education,535.0,1,131,39.52,2022-08-08 12:25:06.072046,0
312,,Female,West,Post-Graduate,,,367628.53,Home,764.0,0,73,67.77,2024-11-16 12:25:06.072048,1
313,69.0,Female,North,Post-Graduate,,619825.31,50437.02,Car,,6,100,23.93,2022-04-24 12:25:06.072050,1
314,28.0,Female,East,Primary,Self-Employed,471293.86,457368.81,Other,798.0,1,49,57.22,2020-06-01 12:25:06.072053,0
315,66.0,Female,North,Primary,Salaried,368692.8,215014.92,Business,820.0,0,145,65.62,2022-05-15 12:25:06.072055,0
316,25.0,Female,West,Primary,Self-Employed,721177.11,308258.19,Education,438.0,1,63,37.51,2017-09-22 12:25:06.072057,0
317,53.0,Male,North,Secondary,Self-Employed,825542.4,246272.62,Other,575.0,6,55,65.51,2018-10-14 12:25:06.072060,0
318,55.0,Female,West,Primary,Salaried,635718.1,543388.73,Other,590.0,6,151,80.74,2025-01-07 12:25:06.072062,1
319,57.0,Male,North,Secondary,Unemployed,313106.93,501523.53,Car,352.0,9,34,47.77,2019-03-14 12:25:06.072064,0
320,37.0,Male,East,Primary,Self-Employed,388533.44,28149.81,Home,409.0,5,105,40.63,2026-01-03 12:25:06.072066,0
321,52.0,Female,East,Secondary,Unemployed,,638824.07,Car,303.0,4,105,30.09,2020-04-05 12:25:06.072069,1
322,65.0,Male,North,Post-Graduate,Unemployed,912923.95,198253.99,Home,346.0,2,69,58.34,2023-02-24 12:25:06.072071,0
323,42.0,Male,North,Graduate,Salaried,550649.87,615365.5,Home,393.0,2,15,80.39,2024-07-07 12:25:06.072073,0
324,52.0,Female,East,Post-Graduate,,506286.22,261568.56,Other,512.0,8,175,35.97,2022-07-01 12:25:06.072075,0
325,42.0,Male,West,Post-Graduate,Salaried,265303.04,248862.49,Home,735.0,3,3,41.7,2024-02-27 12:25:06.072078,0
326,46.0,Female,East,Primary,Self-Employed,468663.04,262900.84,Education,807.0,8,156,42.53,2023-12-20 12:25:06.072080,0
327,35.0,Male,West,Secondary,Salaried,353412.73,239881.55,Education,504.0,3,3,54.86,2022-07-31 12:25:06.072082,0
328,63.0,Male,North,Graduate,Salaried,399364.03,678659.48,Education,680.0,1,102,28.27,2016-07-28 12:25:06.072084,0
329,35.0,Male,North,Primary,Self-Employed,623990.14,288545.52,Other,372.0,3,4,75.78,2024-04-28 12:25:06.072087,0
330,19.0,Male,West,Primary,Self-Employed,519767.16,254655.54,Car,815.0,5,88,33.65,2023-11-22 12:25:06.072090,0
331,52.0,Female,North,Primary,Salaried,939898.89,311551.61,Business,375.0,5,159,66.43,2022-09-08 12:25:06.072092,0
332,33.0,Male,West,Post-Graduate,Salaried,815600.67,154899.72,Home,376.0,4,45,51.06,2022-07-06 12:25:06.072094,0
333,58.0,Female,South,Secondary,Salaried,478223.21,539568.08,Business,709.0,0,187,56.87,2017-01-16 12:25:06.072096,0
334,53.0,Male,East,Secondary,Salaried,416636.43,79337.87,Car,405.0,2,45,24.37,2024-05-19 12:25:06.072098,0
335,50.0,Female,South,Graduate,Unemployed,876528.39,207898.71,Car,850.0,4,75,68.8,2024-05-19 12:25:06.072101,0
336,21.0,Female,West,Secondary,Unemployed,932008.5,440499.05,Other,,5,165,25.09,2023-08-11 12:25:06.072103,0
337,50.0,Female,East,Secondary,Salaried,161150.35,306352.82,Education,574.0,0,193,19.08,2016-11-15 12:25:06.072105,0
338,31.0,Male,West,Primary,Unemployed,618571.52,382382.28,Education,,8,9,53.73,2019-12-25 12:25:06.072107,0
339,38.0,Male,East,Primary,Self-Employed,549624.34,529974.62,Car,376.0,2,145,66.74,2023-02-19 12:25:06.072109,0
340,65.0,Male,East,Post-Graduate,Unemployed,729824.03,450570.23,Other,376.0,9,118,14.0,2021-11-25 12:25:06.072112,0
341,37.0,Female,East,Primary,Unemployed,988533.62,320621.45,Other,741.0,2,65,15.55,2016-04-13 12:25:06.072114,0
342,25.0,Male,East,Primary,Salaried,503188.6,613401.4,Home,839.0,1,131,74.21,2020-06-11 12:25:06.072116,0
343,24.0,Male,West,Primary,Unemployed,187860.3,205749.58,Education,544.0,7,26,74.72,2020-12-19 12:25:06.072119,0
344,20.0,Female,East,Primary,Unemployed,715801.54,284953.55,Car,681.0,2,181,29.62,2016-05-23 12:25:06.072121,0
345,34.0,Male,East,Post-Graduate,Unemployed,877992.81,295433.95,Business,441.0,5,159,59.22,2021-02-17 12:25:06.072123,0
346,50.0,Female,South,Primary,Unemployed,539248.04,284636.74,Education,667.0,1,26,45.45,2023-04-28 12:25:06.072125,0
347,65.0,Male,North,Graduate,Self-Employed,458992.5,139618.4,Home,383.0,6,23,60.62,2020-05-03 12:25:06.072128,1
348,29.0,Male,North,Graduate,Salaried,512548.12,62452.53,Other,442.0,3,30,79.03,2019-05-29 12:25:06.072130,0
349,68.0,Female,South,Graduate,Salaried,770041.07,362580.24,Car,651.0,8,10,16.39,2017-01-20 12:25:06.072132,0
350,39.0,Male,South,Graduate,Self-Employed,509107.81,204978.93,Education,844.0,9,72,72.24,2025-08-24 12:25:06.072134,0
351,39.0,Female,West,Primary,Unemployed,665752.06,586171.32,Business,451.0,8,64,49.44,2017-07-23 12:25:06.072136,0
352,63.0,Male,West,Graduate,Self-Employed,,289118.65,Home,457.0,6,150,55.13,2021-02-25 12:25:06.072139,0
353,47.0,Male,West,Primary,Unemployed,584924.08,262276.61,Home,745.0,7,143,62.31,2017-07-16 12:25:06.072141,0
354,55.0,Female,South,Post-Graduate,,740258.47,464150.97,Education,602.0,2,123,83.81,2017-05-17 12:25:06.072144,0
355,55.0,Female,South,Graduate,Salaried,504284.02,360328.9,Business,749.0,4,105,14.54,2021-03-05 12:25:06.072147,0
356,62.0,Female,East,Secondary,Salaried,513882.69,273672.39,Home,523.0,1,184,12.36,2018-09-11 12:25:06.072149,0
357,68.0,Male,West,Graduate,Salaried,759520.57,203890.24,Car,342.0,9,74,24.26,2019-06-23 12:25:06.072151,0
358,25.0,Female,West,Graduate,Unemployed,402614.94,848655.27,Home,563.0,6,148,88.92,2018-03-15 12:25:06.072153,0
359,44.0,Male,West,Primary,Unemployed,423955.96,354267.86,Business,302.0,7,105,67.21,2017-01-30 12:25:06.072155,0
360,44.0,Male,North,Graduate,Self-Employed,347937.14,462664.44,Other,567.0,8,47,59.17,2016-12-13 12:25:06.072158,0
361,51.0,Female,East,Secondary,Self-Employed,769802.18,146558.17,Other,315.0,6,87,13.76,2021-01-29 12:25:06.072160,0
362,38.0,Male,West,Primary,Salaried,578952.61,213302.19,Education,633.0,9,53,80.33,2017-03-14 12:25:06.072162,0
363,47.0,Other,West,Primary,Unemployed,337276.97,616851.88,Business,763.0,9,181,75.02,2023-05-19 12:25:06.072165,0
364,50.0,Male,West,Post-Graduate,Self-Employed,770761.71,509539.64,Home,,7,129,63.18,2025-08-27 12:25:06.072170,0
365,45.0,Male,North,Post-Graduate,Unemployed,488891.57,368643.32,Home,476.0,8,2,37.13,2026-01-02 12:25:06.072174,0
366,64.0,Female,North,Graduate,Unemployed,,242764.37,Other,362.0,5,58,15.64,2021-11-07 12:25:06.072178,0
367,50.0,Female,South,Post-Graduate,Salaried,560864.29,264894.63,Other,606.0,9,147,56.4,2024-11-08 12:25:06.072182,0
368,22.0,Female,East,Post-Graduate,Salaried,895744.72,198583.39,Car,545.0,1,190,67.58,2024-05-15 12:25:06.072186,0
369,65.0,Female,South,Post-Graduate,Unemployed,521007.56,126472.6,Other,588.0,1,72,17.54,2019-07-13 12:25:06.072190,0
370,36.0,Female,East,Primary,Unemployed,715067.77,438576.63,Car,631.0,3,140,60.7,2023-11-16 12:25:06.072194,1
371,21.0,Female,North,Primary,Unemployed,745416.0,380824.68,Home,826.0,8,154,32.91,2025-06-15 12:25:06.072198,0
372,52.0,Female,West,Primary,Unemployed,688654.66,410411.82,Car,554.0,6,27,71.14,2025-03-06 12:25:06.072212,0
373,66.0,Male,South,Post-Graduate,Salaried,854214.33,249465.3,Car,809.0,1,29,53.17,2020-12-15 12:25:06.072216,0
374,34.0,Male,West,Primary,Self-Employed,458576.8,338345.85,Education,762.0,7,15,20.32,2024-08-10 12:25:06.072218,0
375,61.0,Male,South,Post-Graduate,Salaried,391333.03,235193.44,Other,498.0,6,174,52.12,2024-03-04 12:25:06.072220,0
376,45.0,Other,North,Primary,Self-Employed,387406.67,190903.79,Car,570.0,8,129,41.66,2023-06-21 12:25:06.072222,0
377,47.0,Female,North,Primary,Unemployed,571106.32,550059.37,Home,363.0,7,60,24.43,2023-02-23 12:25:06.072225,1
378,46.0,Male,North,Secondary,Self-Employed,410590.67,318226.09,Business,,2,107,77.32,2019-06-25 12:25:06.072227,0
379,63.0,Female,South,Graduate,Salaried,629508.18,376118.15,Car,548.0,0,185,10.88,2020-07-05 12:25:06.072230,0
380,23.0,Female,East,Post-Graduate,Salaried,615397.68,425363.1,Other,545.0,1,3,34.97,2021-12-16 12:25:06.072232,0
381,52.0,Male,South,Secondary,Unemployed,803714.66,320106.13,Education,456.0,1,115,11.01,2024-07-14 12:25:06.072234,0
382,58.0,Female,East,Primary,Salaried,658228.86,336094.91,Home,387.0,3,146,17.68,2020-08-13 12:25:06.072236,0
383,54.0,Female,South,Post-Graduate,Unemployed,516769.63,137006.22,Education,612.0,5,52,33.77,2017-12-12 12:25:06.072239,0
384,41.0,Male,South,Primary,,682169.84,165582.75,Business,365.0,3,60,14.34,2020-07-22 12:25:06.072241,0
385,46.0,Female,North,Graduate,Salaried,393961.2,157827.79,Car,,8,34,57.73,2018-08-15 12:25:06.072243,0
386,66.0,Male,West,Secondary,Unemployed,592371.86,390818.76,Car,332.0,3,96,16.95,2018-02-19 12:25:06.072245,0
387,63.0,Female,West,Graduate,Self-Employed,663880.25,310633.6,Other,372.0,5,89,66.14,2022-09-11 12:25:06.072248,0
388,48.0,Other,East,Secondary,Salaried,625863.52,165595.27,Car,642.0,5,60,14.21,2017-08-29 12:25:06.072250,1
389,52.0,Female,West,Primary,Self-Employed,683013.02,387014.83,Home,432.0,9,154,14.74,2016-11-01 12:25:06.072253,0
390,50.0,Male,South,Graduate,Salaried,471190.8,381518.47,Business,354.0,9,19,34.43,2020-09-11 12:25:06.072255,0
391,69.0,Female,South,Graduate,Salaried,830406.28,195755.1,Education,360.0,0,111,81.73,2019-04-03 12:25:06.072257,0
392,38.0,Female,North,Primary,Salaried,964433.79,295825.87,Business,819.0,7,22,61.31,2026-02-07 12:25:06.072259,0
393,,Male,North,Graduate,Salaried,279464.77,382071.25,Car,571.0,2,161,71.61,2022-03-05 12:25:06.072261,0
394,40.0,Female,West,Post-Graduate,Self-Employed,356880.4,171246.7,Education,545.0,5,166,21.32,2018-10-01 12:25:06.072263,0
395,50.0,Male,East,Secondary,Self-Employed,608616.6,384934.01,Other,475.0,2,128,76.73,2018-01-11 12:25:06.072266,0
396,20.0,Female,West,Secondary,Salaried,548689.8,345153.54,Business,616.0,1,35,10.65,2024-03-01 12:25:06.072268,0
397,35.0,Male,West,Secondary,Salaried,979282.48,150120.04,Education,430.0,4,107,27.04,2023-06-12 12:25:06.072270,0
398,42.0,Male,West,Post-Graduate,Self-Employed,643956.86,332969.51,Education,401.0,0,128,59.29,2017-08-13 12:25:06.072273,0
399,59.0,Male,West,Secondary,Unemployed,878509.05,354847.29,Education,609.0,8,195,40.02,2016-03-23 12:25:06.072275,0
400,48.0,Female,South,Primary,Unemployed,190175.22,206099.83,Home,591.0,6,83,88.74,2025-07-18 12:25:06.072278,0
401,20.0,Male,East,Graduate,Self-Employed,762833.9,217907.45,Business,794.0,2,138,12.43,2021-09-09 12:25:06.072280,0
402,57.0,Female,South,Post-Graduate,Salaried,456896.64,148737.01,Education,660.0,3,143,89.89,2024-10-25 12:25:06.072284,0
403,63.0,Male,East,Secondary,Salaried,453691.49,232650.15,Business,637.0,5,139,59.89,2016-08-05 12:25:06.072286,0
404,41.0,Male,North,Primary,Unemployed,550328.39,298187.7,Education,309.0,2,111,54.7,2019-07-02 12:25:06.072289,0
405,67.0,Female,West,Graduate,Unemployed,1575416.36,873286.7,Other,348.0,6,90,14.76,2018-05-31 12:25:06.072291,0
406,49.0,Female,South,Graduate,Self-Employed,688557.11,77266.82,Other,786.0,5,24,31.87,2024-06-01 12:25:06.072293,0
407,64.0,Male,East,Post-Graduate,Unemployed,638142.99,196711.8,Other,620.0,8,77,83.97,2018-08-03 12:25:06.072295,0
408,39.0,Female,North,Post-Graduate,Self-Employed,653238.45,237406.18,Car,432.0,4,101,38.34,2023-07-18 12:25:06.072298,1
409,,Female,North,Post-Graduate,,777406.2,422525.81,Education,382.0,3,132,62.93,2023-10-28 12:25:06.072300,0
410,19.0,Female,West,Primary,Unemployed,902956.41,389214.74,Car,356.0,2,13,89.96,2022-09-16 12:25:06.072302,1
411,44.0,Male,East,Primary,Unemployed,,425433.16,Business,675.0,9,185,31.05,2021-01-07 12:25:06.072304,0
412,59.0,Male,South,Post-Graduate,,695470.13,189147.17,Car,648.0,0,98,56.09,2022-09-06 12:25:06.072306,0
413,19.0,Female,West,Secondary,Salaried,658597.64,321232.62,Business,570.0,2,120,65.72,2019-10-15 12:25:06.072309,0
414,43.0,Male,South,Graduate,Salaried,675522.9,-63456.97,Business,782.0,2,37,23.17,2020-11-26 12:25:06.072311,0
415,34.0,Female,North,Graduate,Unemployed,678519.53,364338.06,Business,410.0,6,48,21.89,2017-09-04 12:25:06.072314,0
416,57.0,Female,South,Primary,Self-Employed,918100.67,391634.65,Car,375.0,6,199,46.5,2023-02-01 12:25:06.072316,0
417,50.0,Female,South,Graduate,Self-Employed,,247256.22,Education,457.0,0,1,40.87,2016-12-17 12:25:06.072318,1
418,26.0,Female,West,Secondary,Self-Employed,294852.82,344314.47,Car,831.0,2,60,67.14,2024-09-03 12:25:06.072320,0
419,60.0,Other,South,Graduate,Self-Employed,460425.25,72761.36,Education,628.0,7,140,15.56,2023-11-09 12:25:06.072323,0
420,65.0,Male,West,Primary,Salaried,751453.39,179839.95,Education,,8,149,87.77,2016-07-10 12:25:06.072325,0
421,56.0,Female,North,Primary,Salaried,604665.9,414817.39,Business,340.0,6,139,11.14,2018-09-21 12:25:06.072327,0
422,46.0,Male,West,Secondary,Unemployed,506480.13,376687.99,Car,466.0,6,44,58.11,2018-08-29 12:25:06.072330,0
423,59.0,Male,West,Secondary,,,238221.82,Education,322.0,7,115,55.01,2019-10-31 12:25:06.072331,0
424,43.0,Female,East,Graduate,Self-Employed,644257.22,421704.35,Other,578.0,5,186,20.78,2025-01-17 12:25:06.072334,1
425,52.0,Female,South,Graduate,Salaried,728901.26,320744.72,Education,768.0,2,108,22.07,2025-06-23 12:25:06.072336,0
426,67.0,Other,North,Primary,Self-Employed,661174.41,224366.86,Other,699.0,0,44,73.41,2022-08-15 12:25:06.072338,0
427,42.0,Female,West,Secondary,Unemployed,549333.93,272575.9,Car,308.0,6,78,81.0,2022-08-14 12:25:06.072340,0
428,41.0,Male,North,Secondary,Unemployed,,231687.35,Car,312.0,0,162,32.64,2016-04-11 12:25:06.072342,0
