customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,join_Year,join_Month,join_Day,join_Weekday,Gender_Encoded,Income_Bin,High_Income_Flag,Income_Quantile_Bin,Income_KMeans_Bin,Income_Log,Income_Reciprocal,Income_Sqrt,Income_YeoJohnson,Debt_to_Income_Ratio,Avg_Monthly_Transactions
212.0,49.0,Other,North,Post-Graduate,Salaried,374781.62,95779.15,Other,686.0,9.0,57.0,22.32,2019-01-08 12:25:06.071795,0.0,2019,1,8,1,2,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.834101456873139,2.668213376596812e-06,612.1941032058378,-0.7001825053593782,0.2555598911173926,4.75
213.0,49.0,Female,South,Graduate,Salaried,567852.51,371691.58,Education,564.0,2.0,21.0,60.01,2025-10-30 12:25:06.071797,0.0,2025,10,30,3,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.249618759510515,1.7610175553902977e-06,753.5598914485829,-0.16607344181267278,0.6545565502563333,1.75
214.0,41.0,Female,North,Graduate,Unemployed,807169.46,452821.81,Education,514.0,7.0,82.0,37.09,2016-03-19 12:25:06.071799,0.0,2016,3,19,5,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.601290151712652,1.2388956850576518e-06,898.4261015798684,0.4601856748408712,0.5609996815290806,6.833333333333333
215.0,58.0,Male,South,Post-Graduate,Salaried,591848.83,562153.12,Home,759.0,7.0,99.0,20.12,2026-02-15 12:25:06.071801,0.0,2026,2,15,6,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.291008216147057,1.6896177869984352e-06,769.3171192687707,-0.1017484647056171,0.9498255154107511,8.25
216.0,69.0,Female,East,Secondary,Self-Employed,637846.4,157506.31,Car,757.0,4.0,148.0,43.16,2024-05-14 12:25:06.071803,0.0,2024,5,14,1,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.365854348764666,1.5677731068591014e-06,798.6528657683513,0.020504177368433636,0.24693454411595017,12.333333333333334
217.0,66.0,Male,South,Secondary,Unemployed,400731.66,263471.04,Home,342.0,7.0,15.0,11.18,2023-05-21 12:25:06.071805,0.0,2023,5,21,6,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.901049800664808,2.4954292470196967e-06,633.0336957856193,-0.6264009797326195,0.6574749796409897,1.25
218.0,66.0,Female,South,Primary,Unemployed,796623.53,158420.31,Other,577.0,9.0,69.0,77.28,2016-06-14 12:25:06.071807,0.0,2016,6,14,1,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.588138742627406,1.2552965196791015e-06,892.5376910808865,0.43322588960508784,0.198864713423667,5.75
219.0,69.0,Male,East,Graduate,Self-Employed,370868.29,204978.3,Education,429.0,7.0,179.0,51.08,2022-03-05 12:25:06.071809,0.0,2022,3,5,5,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.823604961451684,2.696367768816879e-06,608.989564771023,-0.7113727035119469,0.5526983717049522,14.916666666666666
220.0,29.0,Male,North,Primary,Salaried,499100.7,399658.13,Business,649.0,2.0,76.0,21.13,2017-07-25 12:25:06.071811,0.0,2017,7,25,1,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.120565161582936,2.0035996671620234e-06,706.4705938678552,-0.3526514393377087,0.8007565006420548,6.333333333333333
221.0,56.0,Male,South,Primary,Salaried,725982.97,198104.28,Business,843.0,1.0,62.0,28.96,2020-01-02 12:25:06.071814,0.0,2020,1,2,3,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.495283213673362,1.377440882062451e-06,852.0463426363615,0.2512508482609563,0.27287731005590943,5.166666666666667
222.0,19.0,Male,South,Post-Graduate,Unemployed,192113.7,176359.32,Education,405.0,8.0,119.0,45.84,2017-05-02 12:25:06.071816,0.0,2017,5,2,1,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.165847868473396,5.205223754350916e-06,438.307768582762,-1.2455285373061546,0.917994500131953,9.916666666666666
223.0,20.0,Female,East,Post-Graduate,Self-Employed,634792.23,419549.38,Home,300.0,1.0,37.0,25.11,2021-02-08 12:25:06.071818,0.0,2021,2,8,0,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.361054602801214,1.5753161072622025e-06,796.7384953672064,0.012427760495671606,0.6609239372699947,3.0833333333333335
224.0,66.0,Male,North,Primary,Self-Employed,392185.29,367610.82,Car,731.0,8.0,134.0,31.49,2022-08-15 12:25:06.071820,0.0,2022,8,15,0,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.879492235478617,2.5498086636327856e-06,626.2469880167089,-0.6506206952917053,0.9373396437178968,11.166666666666666
225.0,43.97157894736842,Female,South,Graduate,Salaried,603309.88,352501.68,Home,605.0,3.0,199.0,52.75,2018-09-29 12:25:06.071822,0.0,2018,9,29,5,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.310187898411773,1.6575202489303691e-06,776.7302491856487,-0.07116111448343941,0.584279640837309,16.583333333333332
226.0,66.0,Male,East,Post-Graduate,Unemployed,529588.88,202066.9,Education,826.0,1.0,26.0,76.61,2018-01-07 12:25:06.071824,1.0,2018,1,7,6,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.179858174661032,1.8882536048460746e-06,727.7285757753367,-0.2694772855138668,0.38155427281630233,2.1666666666666665
227.0,34.0,Female,South,Primary,Salaried,1021166.97,493953.49,Education,352.0,9.0,8.0,42.15,2024-05-21 12:25:06.071836,0.0,2024,5,21,1,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.836457598796859,9.79270824563759e-07,1010.528064924473,0.9970708237325155,0.4837147151361545,0.6666666666666666
228.0,66.0,Male,West,Primary,Salaried,521375.76,302173.53,Car,819.0,0.0,4.0,67.36,2021-05-11 12:25:06.071838,1.0,2021,5,11,1,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.164228207182832,1.9179987999465107e-06,722.0635429101791,-0.2918127008948612,0.5795695795293591,0.3333333333333333
229.0,19.0,Male,East,Primary,Self-Employed,968530.27,657028.52,Other,629.0,3.0,21.0,80.13,2016-06-30 12:25:06.071841,0.0,2016,6,30,3,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.78353604834979,1.032491186371298e-06,984.1393549696099,0.8666853502698705,0.6783768565127035,1.75
230.0,19.0,Female,North,Primary,Unemployed,717390.46,324174.93,Other,624.0,8.0,159.0,27.3,2022-04-02 12:25:06.071843,1.0,2022,4,2,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.483376939911333,1.3939390914968517e-06,846.9890554192539,0.22894352799940937,0.4518807373044799,13.25
231.0,45.0,Male,North,Primary,Unemployed,439708.21,-50002.18,Car,413.0,8.0,149.0,74.58,2025-05-27 12:25:06.071845,0.0,2025,5,27,1,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.993868901049149,2.274230280507429e-06,663.1049766062686,-0.5168749727692108,-0.11371673046541478,12.416666666666666
232.0,40.0,Male,North,Primary,Unemployed,666162.19,-56681.33,Other,446.0,3.0,25.0,70.59,2025-10-11 12:25:06.071847,0.0,2025,10,11,5,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.409289949537602,1.5011336786711378e-06,816.1875948579468,0.09511687243515979,-0.08508638114090505,2.0833333333333335
233.0,54.0,Female,North,Post-Graduate,Self-Employed,539118.05,393592.49,Business,465.0,8.0,143.0,38.55,2021-02-25 12:25:06.071849,0.0,2021,2,25,3,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.197691697487667,1.8548778790139207e-06,734.2465866451134,-0.24362627544098306,0.7300673572327989,11.916666666666666
234.0,49.0,Female,South,Graduate,Self-Employed,648431.5,495074.12,Other,678.0,5.0,163.0,89.16,2021-03-06 12:25:06.071851,0.0,2021,3,6,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.382313190968153,1.5421805662115948e-06,805.2524448891788,0.04845173953556396,0.7634948641452489,13.583333333333334
235.0,50.0,Male,South,Primary,Self-Employed,457221.8,182425.78,Other,438.0,0.0,177.0,31.01,2024-12-28 12:25:06.071854,0.0,2024,12,28,5,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.032926078425792,2.187117527822322e-06,676.181780292844,-0.46812948655995085,0.3989874935971994,14.75
236.0,18.0,Male,North,Secondary,Self-Employed,938035.53,615146.82,Other,598.0,9.0,43.0,30.38,2017-10-29 12:25:06.071856,0.0,2017,10,29,6,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.751544171792942,1.066056563916546e-06,968.5223435729297,0.7906751769108192,0.6557820043341002,3.5833333333333335
237.0,36.0,Female,North,Post-Graduate,Self-Employed,785079.62,549449.84,Business,575.0,5.0,169.0,71.78,2023-04-24 12:25:06.071857,0.0,2023,4,24,0,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.573541692128138,1.2737545349164268e-06,886.0471883596268,0.40365490489097444,0.6998651168654715,14.083333333333334
238.0,19.0,Male,North,Post-Graduate,Unemployed,606356.31,331582.01,Other,477.0,8.0,37.0,44.77,2024-10-14 12:25:06.071859,0.0,2024,10,14,0,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.31522471175565,1.649192618787757e-06,778.688840295018,-0.06304513336544397,0.5468435052650809,3.0833333333333335
239.0,61.0,Male,South,Primary,Salaried,945822.95,380918.09,Business,653.0,1.0,185.0,36.46,2023-08-14 12:25:06.071862,0.0,2023,8,14,0,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.759811731349629,1.0572792114219566e-06,972.5342924545129,0.8101197647850069,0.4027372036172309,15.416666666666666
240.0,43.97157894736842,Male,North,Post-Graduate,Unemployed,614855.85,434179.53,Car,453.0,5.0,42.0,24.29,2024-07-09 12:25:06.071864,1.0,2024,7,9,1,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.329144755467215,1.6263948266982794e-06,784.1274449985793,-0.040432965412173755,0.7061484899265414,3.5
241.0,49.0,Female,North,Primary,Salaried,644156.5455263158,583499.23,Home,500.0,1.0,175.0,71.23,2017-02-20 12:25:06.071866,0.0,2017,2,20,0,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,0.9058345118937586,14.583333333333334
242.0,23.0,Female,West,Graduate,Self-Employed,607660.12,402320.4,Car,414.0,3.0,92.0,72.91,2021-01-13 12:25:06.071868,1.0,2021,1,13,2,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.317372637139732,1.645654077720161e-06,779.5255736664449,-0.05957348291721503,0.6620812963667914,7.666666666666667
243.0,49.0,Male,West,Graduate,Salaried,678777.52,328189.75,Home,367.0,7.0,61.0,55.33,2020-06-25 12:25:06.071870,1.0,2020,6,25,3,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.42805016776374,1.4732345979363047e-06,823.8795543039043,0.12820821342800282,0.4835012066987722,5.083333333333333
244.0,21.0,Male,North,Post-Graduate,Unemployed,583712.24,400845.18,Car,744.0,6.0,142.0,86.59,2024-03-03 12:25:06.071872,0.0,2024,3,3,6,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.277165113819674,1.7131699805198867e-06,764.0106281983255,-0.12351602755969115,0.686717105675221,11.833333333333334
245.0,28.0,Male,East,Post-Graduate,Unemployed,619060.27,380604.04,Home,744.0,8.0,68.0,35.45,2023-07-05 12:25:06.071874,0.0,2023,7,5,2,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.335959528997718,1.6153489944541353e-06,786.8038319682995,-0.029264464159846786,0.614809346430841,5.666666666666667
246.0,34.0,Female,North,Secondary,Salaried,634106.37,438661.53,Home,625.0,6.0,53.0,27.57,2019-05-04 12:25:06.071876,0.0,2019,5,4,5,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.359973572393013,1.5770199926867275e-06,796.3079617836305,0.010613298307639789,0.6917790937820102,4.416666666666667
247.0,55.0,Male,West,Post-Graduate,Self-Employed,466053.63,64496.51,Education,658.0,0.0,84.0,64.2,2021-03-18 12:25:06.071878,0.0,2021,3,18,3,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.052058137996333,2.1456712059699956e-06,682.6812067136461,-0.4436519856962619,0.13838860132899297,7.0
248.0,41.0,Male,East,Secondary,Salaried,519786.27,347378.02,Home,444.0,1.0,34.0,70.67,2024-05-09 12:25:06.071880,0.0,2024,5,9,3,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.161174910701103,1.9238639684269297e-06,720.9620447707355,-0.29614121009198524,0.6683093418377519,2.8333333333333335
249.0,43.97157894736842,Female,East,Graduate,Unemployed,556649.0,369066.08,Home,574.0,5.0,76.0,27.99,2020-03-25 12:25:06.071882,0.0,2020,3,25,2,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.229691955156854,1.7964609718853858e-06,746.0891367658425,-0.19624122806285385,0.6630139998455041,6.333333333333333
250.0,69.0,Male,North,Graduate,Salaried,645942.2,289072.92,Education,808.0,6.0,97.0,16.13,2022-07-24 12:25:06.071884,0.0,2022,7,24,6,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.378466853202454,1.5481237359569696e-06,803.7052942465913,0.04188534777246217,0.4475213416928016,8.083333333333334
251.0,51.0,Female,West,Primary,Self-Employed,593884.2,417624.97,Other,478.0,2.0,152.0,74.84,2016-06-07 12:25:06.071886,0.0,2016,6,7,1,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",0,13.294441313673238,1.68382711002059e-06,770.6388259100368,-0.09631016924080067,0.7032094303906384,12.666666666666666
252.0,43.97157894736842,Male,West,Graduate,Salaried,834606.51,588175.14,Other,776.0,8.0,148.0,88.12,2021-08-12 12:25:06.071888,0.0,2021,8,12,3,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.634716845421654,1.1981679867702125e-06,913.5680106045745,0.5300868763030289,0.7047334677511682,12.333333333333334
253.0,39.0,Male,East,Secondary,Unemployed,769423.66,320732.57,Education,713.0,6.0,197.0,61.57,2016-09-28 12:25:06.071890,0.0,2016,9,28,2,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.553398319735502,1.2996724071723928e-06,877.1679770716668,0.36344850027233305,0.41684781307608865,16.416666666666668
254.0,28.0,Male,North,Post-Graduate,Self-Employed,560734.49,403758.16,Business,452.0,5.0,30.0,32.23,2017-03-10 12:25:06.071892,0.0,2017,3,10,4,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.237004575988815,1.783372049448841e-06,748.8220683179683,-0.18522999641981638,0.7200523014020415,2.5
255.0,65.0,Female,South,Primary,Salaried,876356.78,540939.71,Home,403.0,5.0,88.0,89.73,2022-01-01 12:25:06.071894,0.0,2022,1,1,5,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.683529711193415,1.1410864635674256e-06,936.1392951906249,0.6358143207983014,0.6172596850337598,7.333333333333333
256.0,33.0,Female,South,Secondary,Unemployed,974604.12,324234.68,Home,374.0,0.0,7.0,81.46,2019-09-07 12:25:06.071897,0.0,2019,9,7,5,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.789787662815051,1.026056583819301e-06,987.2204009237248,0.8817827018793968,0.33268346946860844,0.5833333333333334
257.0,50.0,Female,West,Post-Graduate,Unemployed,191234.74,166730.52,Education,427.0,4.0,36.0,51.07,2022-07-30 12:25:06.071899,1.0,2022,7,30,5,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.161262186817389,5.229148066151234e-06,437.30394464262497,-1.248298863907736,0.8718631353278176,3.0
258.0,26.0,Male,South,Primary,Salaried,786458.02,392366.83,Education,644.0,9.0,38.0,76.03,2016-11-18 12:25:06.071905,0.0,2016,11,18,4,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.575295895863619,1.2715220686260296e-06,886.8246839144703,0.4071891538481103,0.4989037177089249,3.1666666666666665
259.0,23.0,Female,West,Graduate,Unemployed,461403.16,-30249.92,Business,830.0,2.0,52.0,75.27,2022-01-08 12:25:06.071909,0.0,2022,1,8,5,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,13.04202964071929,2.1672973212898643e-06,679.2666339516464,-0.45653226626611765,-0.06556071267478966,4.333333333333333
260.0,33.0,Male,West,Secondary,Self-Employed,644156.5455263158,-44755.06,Other,458.0,6.0,143.0,84.78,2025-08-22 12:25:06.071913,0.0,2025,8,22,4,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,-0.0694785457212615,11.916666666666666
261.0,46.0,Male,West,Post-Graduate,Self-Employed,847647.59,349951.81,Car,837.0,9.0,174.0,77.27,2023-09-11 12:25:06.071916,1.0,2023,9,11,0,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.650221430302313,1.1797341631866573e-06,920.6777883711543,0.5631931765331949,0.41285059277995473,14.5
262.0,20.0,Female,South,Primary,Salaried,424601.48,-51745.56,Other,725.0,2.0,151.0,61.49,2021-05-20 12:25:06.071920,0.0,2021,5,20,3,0,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.958908669025568,2.3551440396674085e-06,651.6145179475362,-0.5591498693285664,-0.12186853423120428,12.583333333333334
263.0,37.0,Male,West,Primary,Self-Employed,229534.58,102724.84,Home,322.0,4.0,140.0,58.74,2016-03-02 12:25:06.071923,0.0,2016,3,2,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.343813329146151,4.356623055998552e-06,479.0976727140302,-1.1291906000700267,0.44753535611061307,11.666666666666666
264.0,53.0,Male,East,Graduate,Salaried,767086.82,242985.22,Education,346.0,6.0,172.0,47.39,2016-09-27 12:25:06.071926,1.0,2016,9,27,1,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.550356571839322,1.3036317015175655e-06,875.8349273693074,0.3574369982194907,0.3167636487353544,14.333333333333334
265.0,36.0,Male,North,Post-Graduate,Salaried,627080.5,191787.55,Business,824.0,2.0,143.0,60.12,2023-04-01 12:25:06.071930,0.0,2023,4,1,5,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.3488317952189,1.5946890475958868e-06,791.8841455667615,-0.007990440999460498,0.30584199317312527,11.916666666666666
266.0,43.97157894736842,Male,North,Graduate,Self-Employed,266312.25,277829.02,Other,443.0,9.0,93.0,73.62,2021-04-22 12:25:06.071933,0.0,2021,4,22,3,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.492428526478621,3.7549765173156048e-06,516.0545029354942,-1.017539288992516,1.0432453632906487,7.75
267.0,20.0,Male,West,Graduate,Salaried,1105912.9,466930.52,Business,718.0,1.0,107.0,87.52,2021-03-18 12:25:06.071937,0.0,2021,3,18,3,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.91618260993283,9.042295245588287e-07,1051.6239346838772,1.204958176955977,0.42221274387883534,8.916666666666666
268.0,36.0,Female,North,Post-Graduate,Self-Employed,724883.88,335772.12,Other,384.0,5.0,126.0,47.38,2016-07-22 12:25:06.071941,0.0,2016,7,22,4,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.493768135022052,1.3795293950675313e-06,851.4011275538693,0.24839962522201853,0.46320814859339954,10.5
269.0,37.0,Male,South,Post-Graduate,Unemployed,734020.01,174101.94,Home,715.0,7.0,49.0,55.89,2020-06-10 12:25:06.071948,0.0,2020,6,10,2,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.506292931165197,1.3623588240342057e-06,856.749677560488,0.27208115168625824,0.2371896373778693,4.083333333333333
270.0,49.0,Female,South,Post-Graduate,Unemployed,873163.55,503166.16,Car,571.2631578947369,3.0,21.0,45.58,2020-09-13 12:25:06.071951,0.0,2020,9,13,6,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.679879305032621,1.1452595046374706e-06,934.4322072788374,0.6277543111363022,0.5762564871151572,1.75
271.0,24.0,Female,North,Secondary,Salaried,483835.21,85671.41,Business,755.0,8.0,15.0,63.48,2022-10-26 12:25:06.071953,0.0,2022,10,26,2,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.089501719334582,2.06681513150907e-06,695.5826406689574,-0.3945742684432938,0.17706733249115955,1.25
272.0,69.0,Male,South,Post-Graduate,Self-Employed,644156.5455263158,333282.53,Business,596.0,7.0,14.0,60.39,2023-08-08 12:25:06.071955,0.0,2023,8,8,1,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,0.5173936868524522,1.1666666666666667
273.0,58.0,Male,North,Primary,Self-Employed,336135.62,68987.1,Car,411.0,6.0,42.0,11.43,2020-02-29 12:25:06.071958,0.0,2020,2,29,5,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.725272963445915,2.974980827736056e-06,579.7720414093801,-0.8114740256824342,0.20523591043400877,3.5
274.0,50.0,Male,North,Graduate,Unemployed,478410.31,337847.69,Business,529.0,6.0,15.0,53.29,2017-06-23 12:25:06.071960,0.0,2017,6,23,4,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.078226122643455,2.090251587070548e-06,691.6721116251543,-0.40951874472416216,0.7061881463215122,1.25
275.0,57.0,Female,North,Secondary,Unemployed,677132.0,252205.89,Business,395.0,2.0,63.0,17.08,2024-11-29 12:25:06.071963,0.0,2024,11,29,4,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.425622987547968,1.4768147468813364e-06,822.8803072136311,0.12389697789548654,0.3724619276595996,5.25
276.0,56.0,Male,West,Post-Graduate,Self-Employed,266943.07,462335.69,Other,677.0,5.0,196.0,12.11,2018-01-03 12:25:06.071965,0.0,2018,1,3,2,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.494794439783867,3.74610306945571e-06,516.6653365574276,-1.0156447783211378,1.731963635542215,16.333333333333332
277.0,35.0,Female,North,Secondary,Salaried,472742.09,408103.42,Other,455.0,4.0,27.0,73.3,2017-08-02 12:25:06.071967,0.0,2017,8,2,2,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.066307369808909,2.1153138377971846e-06,687.5624262567,-0.4251600294379241,0.8632686376624513,2.25
278.0,57.0,Male,West,Post-Graduate,Unemployed,414413.21,211929.1,Car,571.2631578947369,0.0,93.0,30.69,2019-06-13 12:25:06.071970,0.0,2019,6,13,3,1,"(-53685.535, 1401611.145]",1,"(-47887.541, 471604.652]",2,12.934621259880045,2.413044668521381e-06,643.7493378637372,-0.5877849098706378,0.5113956188800063,7.75
279.0,18.0,Female,North,Secondary,Salaried,628418.45,183159.05,Home,404.0,2.0,105.0,37.25,2020-12-21 12:25:06.071972,0.0,2020,12,21,0,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.350963136507781,1.5912938404436718e-06,792.728484413169,-0.004445354405801214,0.2914603318855454,8.75
280.0,28.0,Male,North,Graduate,Salaried,714940.25,252735.49,Business,629.0,0.0,53.0,15.13,2023-11-13 12:25:06.071975,0.0,2023,11,13,0,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.479955650468016,1.3987163280898956e-06,845.5413946105773,0.22257530555095206,0.3535057510050665,4.416666666666667
281.0,45.0,Male,North,Graduate,Unemployed,644156.5455263158,581335.72,Home,738.0,3.0,52.0,24.36,2017-02-28 12:25:06.071977,0.0,2017,2,28,1,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.375698611078434,1.5524152545367443e-06,802.593636609658,0.03717278505943743,0.9024758407523635,4.333333333333333
282.0,42.0,Female,South,Primary,Salaried,799763.33,542860.27,Car,431.0,9.0,63.0,71.25,2020-09-13 12:25:06.071979,0.0,2020,9,13,6,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.592072375750643,1.2503683428842095e-06,894.2948786613954,0.4412579530510926,0.678776144937778,5.25
283.0,67.0,Female,West,Primary,Salaried,874423.37,154759.77,Car,681.0,2.0,181.0,49.48,2024-03-03 12:25:06.071981,0.0,2024,3,3,6,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.681321085995888,1.1436094810578072e-06,935.106074196933,0.6309347282274146,0.17698494265998402,15.083333333333334
284.0,40.0,Male,West,Post-Graduate,Self-Employed,721449.09,420033.8,Other,437.0,3.0,57.0,80.45,2023-07-17 12:25:06.071984,0.0,2023,7,17,0,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.489018479474163,1.386097269736289e-06,849.3815926896461,0.23948512413326076,0.5822085103745851,4.75
285.0,48.0,Female,North,Graduate,Salaried,977467.18,40285.29,Business,569.0,8.0,120.0,41.78,2017-11-13 12:25:06.071986,0.0,2017,11,13,0,0,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.79272101788215,1.0230512056157162e-06,988.6693987375153,0.8888944361362205,0.041213956667066814,10.0
286.0,47.0,Male,North,Secondary,Self-Employed,623900.5,232898.63,Education,849.0,2.0,52.0,31.5,2019-03-03 12:25:06.071988,0.0,2019,3,3,6,1,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.343747782327435,1.6028171113549174e-06,789.873724085059,-0.016420744215907404,0.3732945076979422,4.333333333333333
287.0,59.0,Female,South,Secondary,Unemployed,565335.77,160865.35,Car,695.0,5.0,107.0,37.81,2023-11-22 12:25:06.071990,0.0,2023,11,22,2,0,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.245176885656832,1.7688571716288683e-06,751.8881366267192,-0.17284264604631322,0.2845483313394445,8.916666666666666
288.0,52.0,Female,South,Secondary,Unemployed,721461.47,460391.92,Business,763.0,5.0,43.0,67.02,2021-12-29 12:25:06.071993,1.0,2021,12,29,2,0,"(-53685.535, 1401611.145]",1,"(619045.785, 733802.48]",0,13.489035639211133,1.3860734848757968e-06,849.3888803133698,0.23951726576707302,0.6381379174691062,3.5833333333333335
289.0,24.0,Male,South,Primary,Self-Employed,556717.77,106392.37,Home,749.0,6.0,135.0,54.4,2019-05-19 12:25:06.071995,0.0,2019,5,19,6,1,"(-53685.535, 1401611.145]",1,"(471604.652, 619045.785]",2,13.229815490147129,1.7962390598039293e-06,746.135222329036,-0.1960557812322917,0.19110647393202482,11.25
290.0,33.0,Male,West,Secondary,Unemployed,970512.95,364402.54,Other,630.0,8.0,117.0,82.34,2019-12-14 12:25:06.071997,0.0,2019,12,14,5,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.785581055521899,1.0303818919861998e-06,985.1461566691513,0.8716150803290936,0.3754741654915578,9.75
291.0,43.0,Male,West,Primary,Salaried,826196.69,300106.52,Home,552.0,6.0,170.0,58.17,2026-01-24 12:25:06.071999,1.0,2026,1,24,5,1,"(-53685.535, 1401611.145]",1,"(733802.48, 5750107.2]",0,13.624589358007704,1.210364071581948e-06,908.9536236794482,0.5086974694450109,0.363238589106427,14.166666666666666
