Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term_months,Default_Status
CUST101275,60,546717,566031,508,12,No
CUST101276,54,947948,97367,451,12,No
CUST101277,32,662092,984622,664,60,No
CUST101278,27,502788,718640,498,12,Yes
CUST101279,30,1428312,457962,378,60,No
CUST101280,37,1031635,414716,776,12,No
CUST101281,46,1577397,627539,733,60,No
CUST101282,41,1667217,1183397,331,60,No
CUST101283,48,847534,294697,386,60,No
CUST101284,22,1333393,1108783,692,60,Yes
CUST101285,63,1487233,776487,543,36,Yes
CUST101286,21,1465609,1126333,531,12,No
CUST101287,56,431414,983730,491,60,No
CUST101288,46,456812,504623,839,24,No
CUST101289,49,504958,870254,569,48,No
CUST101290,41,1843083,1360646,376,24,No
CUST101291,31,370956,91340,466,24,No
CUST101292,60,1606065,292955,583,36,No
CUST101293,31,1505710,1019738,388,12,Yes
CUST101294,56,1610808,942743,843,36,Yes
CUST101295,59,1055754,1463285,455,12,No
CUST101296,60,221650,1093131,549,60,No
CUST101297,55,1604962,478373,394,36,No
CUST101298,54,1126694,1380657,316,48,No
CUST101299,44,1419097,1014211,416,12,No
CUST101300,42,1419309,1371939,632,36,No
CUST101301,25,1016141,1107975,821,48,No
CUST101302,53,442037,701021,379,24,No
CUST101303,56,1329004,804208,731,60,Yes
CUST101304,40,406251,995161,502,60,No
CUST101305,39,734231,856479,415,24,Yes
CUST101306,55,1947176,281615,519,36,No
CUST101307,63,1687552,659981,552,24,No
CUST101308,37,221042,675219,468,48,No
CUST101309,63,1030326,1039658,615,12,No
CUST101310,54,1178582,187852,671,36,No
CUST101311,29,518903,1387770,455,12,No
CUST101312,46,1616693,647839,312,24,No
CUST101313,22,1094801,380810,807,60,No
CUST101314,29,1959307,103010,764,12,Yes
CUST101315,29,1924854,1330660,519,12,No
CUST101316,60,1014811,1372248,314,60,No
CUST101317,37,582811,957272,416,12,No
CUST101318,21,701691,230680,630,12,No
CUST101319,45,1208314,449130,355,60,No
CUST101320,63,414304,1446728,650,60,No
CUST101321,60,596178,586364,431,24,No
CUST101322,62,1917787,953057,525,24,Yes
CUST101323,45,638963,119835,607,12,Yes
CUST101324,59,1111612,572757,774,36,No
CUST101325,55,514493,686712,521,24,No
CUST101326,23,401904,713478,472,24,No
CUST101327,57,911716,1352970,639,36,No
CUST101328,64,870105,369055,805,36,No
CUST101329,64,205730,1040993,456,60,No
CUST101330,50,1655713,153088,450,24,No
CUST101331,58,1450786,1009296,477,48,No
CUST101332,54,938471,1263575,832,48,No
CUST101333,32,1267599,312530,411,12,No
CUST101334,39,1899660,1390740,437,24,No
CUST101335,57,545430,267767,532,48,No
CUST101336,64,1028411,1159970,631,24,No
CUST101337,37,608213,696004,841,24,Yes
CUST101338,30,900399,237486,606,48,Yes
CUST101339,32,1769186,1022320,460,24,No
CUST101340,36,220923,1341132,701,36,No
CUST101341,44,1047405,1476360,577,12,Yes
CUST101342,39,1644679,416590,619,60,Yes
CUST101343,28,394795,1268383,832,48,No
CUST101344,51,1028854,144702,796,60,No
CUST101345,41,433462,155509,662,12,No
CUST101346,37,251413,405752,671,36,No
CUST101347,43,1088916,1212886,335,36,No
CUST101348,57,1504295,882234,602,36,No
CUST101349,36,753044,608910,737,36,No
CUST101350,26,1582296,159935,331,48,No
CUST101351,28,1891112,310440,485,48,No
CUST101352,45,1521024,1216495,473,24,No
CUST101353,38,1803205,970101,549,24,Yes
CUST101354,45,610226,1008101,578,12,No
CUST101355,32,1375615,746314,301,24,No
CUST101356,35,1964694,119519,493,12,No
CUST101357,46,1935594,761475,465,12,Yes
CUST101358,61,380074,1010655,409,12,No
CUST101359,46,856735,1355163,679,36,No
CUST101360,52,1872349,1246688,584,60,No
CUST101361,30,1008524,94772,720,60,Yes
CUST101362,36,331562,172431,412,48,No
CUST101363,27,1252305,932522,527,12,No
CUST101364,37,1909910,244904,770,36,No
CUST101365,43,842510,208988,827,24,Yes
CUST101366,46,1595936,881303,795,24,No
CUST101367,41,808148,564743,330,48,No
CUST101368,42,458360,89080,461,48,No
CUST101369,27,559014,156242,677,12,No
CUST101370,34,1269974,879154,745,12,No
CUST101371,35,496794,564080,726,24,No
CUST101372,27,828177,1127624,803,24,No
CUST101373,29,1513879,977281,826,24,Yes
CUST101374,28,560306,1415431,831,24,No
CUST101375,43,1704558,217403,819,60,No
CUST101376,49,1474535,306392,333,12,Yes
CUST101377,38,827122,70968,789,12,No
CUST101378,51,1658857,1332993,722,24,No
CUST101379,50,1794502,826230,767,36,No
CUST101380,59,1688303,1008298,323,24,No
CUST101381,55,1988243,1440179,515,48,No
CUST101382,38,718490,886624,354,36,Yes
CUST101383,62,753608,643453,325,48,No
CUST101384,59,663092,904082,580,36,Yes
CUST101385,37,234924,796470,626,48,No
CUST101386,34,1461368,203329,485,24,No
CUST101387,51,1682526,1199164,794,24,No
CUST101388,44,895385,1464076,311,36,Yes
CUST101389,55,1250735,827110,733,48,No
CUST101390,64,773228,1412392,507,60,No
CUST101391,54,1852300,1030812,432,36,No
CUST101392,23,670192,782943,638,36,No
CUST101393,57,1787542,1382833,495,12,No
CUST101394,63,1965011,1361414,561,36,No
CUST101395,60,640420,65588,581,60,Yes
CUST101396,46,1653813,767116,668,24,No
CUST101397,43,862132,507301,402,48,No
CUST101398,64,1840027,816719,482,12,No
CUST101399,59,965328,295456,722,48,No
CUST101400,35,929115,1162949,308,24,No
CUST101401,24,354536,580992,543,36,Yes
CUST101402,49,775425,1138712,692,60,No
CUST101403,42,623448,97361,826,12,No
CUST101404,45,1047929,895279,336,60,No
CUST101405,33,701233,192513,477,60,Yes
CUST101406,38,824773,1479626,371,60,No
CUST101407,53,1489546,64677,651,60,No
CUST101408,36,1878332,1362588,448,24,No
CUST101409,62,1202021,1427984,404,60,No
CUST101410,64,200901,121939,520,60,No
CUST101411,22,287980,1376452,673,24,No
CUST101412,55,1618314,461742,817,48,No
CUST101413,62,1725389,809848,559,24,No
CUST101414,54,989313,858826,598,36,No
CUST101415,50,492007,1459277,341,24,No
CUST101416,33,966722,1233750,791,48,No
CUST101417,33,598838,545062,738,36,No
CUST101418,38,715956,172366,346,36,No
CUST101419,52,1724960,246164,384,12,No
CUST101420,52,687063,842644,357,60,No
CUST101421,55,926546,873837,508,36,No
CUST101422,59,1031633,442776,547,36,Yes
CUST101423,49,451839,1437781,510,48,No
CUST101424,49,1225264,406440,338,36,No
CUST101425,64,1569971,891618,551,48,No
CUST101426,36,796860,1011743,712,60,Yes
CUST101427,64,1812119,1483865,745,12,No
CUST101428,30,1836076,584820,351,12,Yes
CUST101429,50,1036642,260126,673,60,No
CUST101430,45,587773,1039516,825,60,No
CUST101431,59,222499,1085340,455,24,No
CUST101432,40,826840,1314927,841,36,No
CUST101433,25,644844,1427260,389,36,No
CUST101434,21,1834224,153021,650,36,No
CUST101435,50,1646395,839703,368,48,No
CUST101436,23,686525,50209,462,24,No
CUST101437,34,1071905,272071,541,36,No
CUST101438,50,343704,1082345,794,48,No
CUST101439,24,885967,856409,682,48,No
CUST101440,38,1340449,1303790,351,12,No
CUST101441,57,265756,1208496,362,48,No
CUST101442,45,640210,1488876,808,60,No
CUST101443,21,1443030,411732,591,48,Yes
CUST101444,35,1567064,1429404,390,60,No
CUST101445,29,1695567,1328720,723,60,No
CUST101446,35,1649141,960294,664,12,No
CUST101447,44,1800328,1366327,449,12,Yes
CUST101448,24,1684416,266194,570,48,No
CUST101449,32,1370473,406930,415,12,Yes
CUST101450,57,720082,438550,815,12,No
CUST101451,57,499488,233011,540,36,No
CUST101452,63,1243361,723954,329,48,Yes
CUST101453,26,283791,57399,442,48,No
CUST101454,59,1928235,992621,625,48,Yes
CUST101455,44,903335,148662,315,12,No
CUST101456,31,1381110,1394337,410,12,No
CUST101457,33,1330017,712858,406,60,No
CUST101458,54,1486188,822592,678,24,No
CUST101459,45,633797,966283,461,24,No
CUST101460,27,1480020,423221,582,24,No
CUST101461,24,1188793,1084023,568,36,No
CUST101462,28,1000607,846060,783,12,No
CUST101463,40,337263,443545,372,60,No
CUST101464,49,545578,350763,496,60,No
CUST101465,30,1857382,1105608,542,24,No
CUST101466,63,1984094,1398754,558,36,No
CUST101467,54,1102153,676946,448,36,No
CUST101468,46,247645,957555,689,24,Yes
CUST101469,61,439608,97850,715,24,No
CUST101470,23,747571,329916,725,12,No
CUST101471,26,1764945,398249,516,36,No
CUST101472,25,549115,484895,385,60,No
CUST101473,25,1963059,1036275,515,24,Yes
CUST101474,43,302780,54576,722,12,No
CUST101475,29,1671816,1460124,619,60,No
CUST101476,55,1691422,484848,417,36,No
CUST101477,40,1017166,1346868,714,24,No
CUST101478,62,1249091,860586,339,24,No
CUST101479,55,1053159,1377885,460,12,No
CUST101480,38,1095596,64439,836,12,No
CUST101481,37,1556936,1478931,719,36,No
CUST101482,44,533977,1317699,394,24,No
CUST101483,23,783043,813445,741,12,No
CUST101484,52,1800720,1398483,765,24,No
CUST101485,55,708175,166189,587,36,Yes
CUST101486,58,1322446,1208866,711,24,Yes
CUST101487,33,1385656,1031598,699,60,Yes
CUST101488,45,296502,855896,827,24,No
CUST101489,29,790611,1009540,317,48,No
CUST101490,24,632206,173980,435,48,No
CUST101491,34,937902,277021,763,36,No
CUST101492,57,1727553,738630,547,36,No
CUST101493,54,891804,1140875,300,36,No
CUST101494,31,628556,791165,680,60,No
CUST101495,61,1878083,81541,808,60,No
CUST101496,23,1777897,1434265,759,24,Yes
CUST101497,48,535468,525759,804,12,Yes
CUST101498,49,1882620,797358,775,48,Yes
CUST101499,29,680350,179188,331,48,No
CUST101500,23,696232,258150,417,48,No
CUST101501,45,1737031,526186,483,24,No
CUST101502,54,1510786,269073,490,24,Yes
CUST101503,32,1887023,530620,373,36,No
CUST101504,62,1949182,594444,402,12,Yes
CUST101505,29,731821,791196,719,36,Yes
CUST101506,35,1974088,718795,772,24,No
CUST101507,60,1626548,775010,413,60,No
CUST101508,45,1881892,751696,678,36,No
CUST101509,25,1075817,1172207,612,24,No
CUST101510,31,1166540,874341,629,24,No
CUST101511,54,450231,643775,638,60,No
CUST101512,44,1261516,988972,537,60,No
CUST101513,35,580171,535825,472,60,No
CUST101514,58,741220,359799,378,12,Yes
CUST101515,28,1474953,477557,763,24,No
CUST101516,25,650043,769542,800,60,No
CUST101517,46,1178935,1150362,584,12,No
CUST101518,38,1273224,118304,522,48,No
CUST101519,26,1230451,415750,565,48,Yes
CUST101520,57,232966,1276162,672,48,No
CUST101521,33,620993,534103,532,24,Yes
CUST101522,48,1504309,105107,535,12,No
CUST101523,25,363639,572058,613,12,Yes
CUST101524,33,446331,1343767,679,48,No
CUST101525,37,1134678,400041,719,36,No
CUST101526,60,1291174,1171153,351,48,No
CUST101527,52,390271,789663,808,24,Yes
CUST101528,49,607014,454062,504,48,No
CUST101529,23,1182868,310933,556,48,Yes
CUST101530,60,1047516,332068,484,12,Yes
CUST101531,54,899597,1471913,444,48,Yes
CUST101532,60,1969433,719242,313,60,No
CUST101533,47,855538,1054059,545,60,No
CUST101534,33,448004,1099671,486,36,No
CUST101535,53,1203510,416349,636,24,No
CUST101536,26,217118,1078719,558,24,Yes
CUST101537,44,1271192,771975,339,12,No
CUST101538,39,331870,538409,717,24,No
CUST101539,36,1518321,881710,650,36,Yes
CUST101540,60,202795,101999,308,60,No
CUST101541,48,1346038,1379064,649,12,No
CUST101542,53,1687056,251587,383,60,No
CUST101543,61,1613612,313356,832,36,No
CUST101544,33,1583553,190073,657,12,No
CUST101545,63,1771480,1177360,677,48,No
CUST101546,45,1513804,935155,471,24,No
CUST101547,62,1718438,393288,324,36,Yes
CUST101548,56,987163,605656,692,12,No
CUST101549,47,1380777,1159736,402,60,Yes
CUST101550,58,359094,731214,535,12,Yes
CUST101551,27,463749,322859,709,48,No
CUST101552,25,1326082,633072,848,36,No
CUST101553,63,964601,441337,631,12,No
CUST101554,51,1292706,1460364,831,36,No
CUST101555,43,1146769,1125373,328,36,Yes
CUST101556,62,363402,1408293,842,60,No
CUST101557,30,1054901,612193,318,24,No
CUST101558,52,1394835,989077,447,48,No
CUST101559,63,619007,703939,770,12,No
CUST101560,50,1601156,378206,790,24,Yes
CUST101561,59,1450258,1404183,582,60,No
CUST101562,51,1623061,149596,412,24,No
CUST101563,38,423034,931450,754,36,No
CUST101564,56,709394,1096072,629,36,No
CUST101565,22,1872558,724502,554,48,Yes
CUST101566,34,744061,861536,698,12,Yes
CUST101567,33,990671,58625,807,12,No
CUST101568,49,483007,1399919,765,60,Yes
CUST101569,32,513559,1481445,706,48,No
CUST101570,59,268968,459142,397,12,No
CUST101571,22,693891,343362,589,36,No
CUST101572,52,784718,404060,455,48,No
CUST101573,33,1498648,1221758,461,24,No
CUST101574,47,201515,1131781,396,48,No
CUST101575,61,297206,1207660,676,48,No
CUST101576,37,445282,79717,749,12,No
CUST101577,60,607821,943724,416,60,No
CUST101578,51,1042672,992639,805,60,No
CUST101579,54,205586,1041993,488,12,No
CUST101580,44,1218725,1399282,775,12,Yes
CUST101581,55,1108806,70169,622,12,No
CUST101582,26,969565,1027362,479,60,No
CUST101583,39,1804050,858036,480,12,Yes
CUST101584,50,1799792,401814,586,24,No
CUST101585,27,1987023,426749,774,24,No
CUST101586,30,1633710,1449458,561,36,No
CUST101587,61,1597749,1492476,822,24,No
CUST101588,52,744999,702428,461,48,Yes
CUST101589,54,1827826,152537,786,36,No
CUST101590,48,220039,685589,480,24,No
CUST101591,35,1809425,320151,768,48,Yes
CUST101592,50,406555,951347,320,24,No
CUST101593,57,1739663,1330280,574,48,No
CUST101594,49,1198899,1215995,559,12,Yes
CUST101595,42,1468306,1402507,632,48,No
CUST101596,24,201577,886014,765,12,Yes
CUST101597,40,307792,803158,415,48,No
CUST101598,52,1145854,842214,712,48,No
CUST101599,56,1487116,641058,836,24,Yes
CUST101600,24,1151302,1329372,556,48,No
CUST101601,47,1477082,865636,467,24,Yes
CUST101602,37,1985353,498402,832,48,No
CUST101603,32,210785,402699,314,60,No
CUST101604,42,1320803,266096,349,36,No
CUST101605,37,1105112,808019,603,24,Yes
CUST101606,30,1048389,331833,786,24,No
CUST101607,21,1838295,395395,715,12,No
CUST101608,42,1659089,1286968,604,60,No
CUST101609,46,1058326,1031730,495,12,No
CUST101610,38,1496517,1467285,687,60,Yes
CUST101611,34,1967708,1137288,754,60,No
CUST101612,49,350653,831675,609,48,No
CUST101613,32,517336,286502,426,12,No
CUST101614,56,463606,1294925,474,36,No
CUST101615,55,590992,1410352,433,60,No
CUST101616,32,1968109,1005535,365,60,Yes
CUST101617,27,1133015,72551,692,24,Yes
CUST101618,49,1586826,1146644,664,48,Yes
CUST101619,31,1559385,143608,578,36,Yes
CUST101620,53,1948350,609849,662,60,No
CUST101621,26,1591730,1232540,470,24,No
CUST101622,35,1845437,336539,350,12,No
CUST101623,52,424737,297652,627,60,No
CUST101624,31,1094235,1002155,444,24,No
CUST101625,43,843970,301227,573,12,No
CUST101626,46,1786250,378477,454,48,No
CUST101627,54,586213,516961,807,12,No
CUST101628,54,1303036,549755,662,60,No
CUST101629,49,599437,754666,624,36,Yes
CUST101630,24,616690,800310,597,12,Yes
CUST101631,37,1223577,1042657,793,36,No
CUST101632,55,1363951,177192,845,36,No
CUST101633,33,1099092,930670,603,12,No
CUST101634,61,352117,1428148,766,48,No
CUST101635,59,1077751,997258,538,12,No
CUST101636,35,1365158,375499,816,24,No
CUST101637,49,1747485,512176,475,36,No
CUST101638,49,1122426,832780,709,60,No
CUST101639,31,878066,288826,663,36,Yes
CUST101640,52,1825199,800782,322,60,No
CUST101641,22,252949,531809,617,24,Yes
CUST101642,34,663930,1284832,824,24,No
CUST101643,40,295558,1042934,575,24,No
CUST101644,42,1657032,222905,528,12,No
CUST101645,31,1209260,443781,407,36,No
CUST101646,47,989148,1116978,475,60,No
CUST101647,23,1396222,1272493,619,24,No
CUST101648,37,1715509,1111410,585,24,No
CUST101649,64,1753091,642138,628,60,No
CUST101650,48,917186,87180,655,36,No
CUST101651,49,1924149,1495675,313,36,No
CUST101652,41,271916,683976,574,60,Yes
CUST101653,36,1970087,1305235,370,48,Yes
CUST101654,57,1508166,1467240,494,36,No
CUST101655,40,972378,1225711,822,60,No
CUST101656,26,1823770,204195,405,60,No
CUST101657,39,1323270,647726,495,24,No
CUST101658,25,613867,685779,444,60,No
CUST101659,23,1055126,572741,649,12,No
CUST101660,21,1530728,460789,723,24,No
CUST101661,58,1229242,407054,770,24,No
CUST101662,35,270474,1155070,515,36,No
CUST101663,54,1811049,455504,392,48,No
CUST101664,55,550068,1039924,559,36,Yes
CUST101665,45,1510624,429989,840,12,Yes
CUST101666,44,1191921,781455,584,24,No
CUST101667,32,926499,1153248,783,24,No
CUST101668,38,1021412,119224,671,60,No
CUST101669,35,1795368,1079922,369,48,No
CUST101670,64,1303546,284745,678,48,No
CUST101671,36,1527486,104796,578,60,No
CUST101672,47,841232,1484497,601,12,No
CUST101673,28,604911,316167,554,48,Yes
CUST101674,45,611012,787996,563,24,No
CUST101675,37,1422191,1266383,723,12,No
CUST101676,49,1746242,613506,512,36,No
CUST101677,28,1937075,979717,399,36,No
CUST101678,35,1369070,565729,411,12,No
CUST101679,47,1781666,1328342,607,24,No
CUST101680,27,371277,864892,774,36,No
CUST101681,23,691966,901112,847,24,No
CUST101682,49,496303,1129593,411,60,No
CUST101683,64,1260092,1066040,386,48,Yes
CUST101684,44,1561212,404182,482,12,No
CUST101685,23,1015518,998494,464,48,No
CUST101686,40,1886622,593803,389,60,No
CUST101687,35,1803344,450850,754,36,No
CUST101688,45,383163,258106,537,24,No
CUST101689,50,1376599,996881,833,24,No
CUST101690,34,572339,869433,357,60,No
CUST101691,27,1427414,770566,841,12,No
CUST101692,37,1025169,1402935,701,48,Yes
CUST101693,64,471409,654008,818,36,No
CUST101694,40,838453,339258,496,12,No
CUST101695,56,843789,949574,345,60,No
CUST101696,29,1581710,722633,829,60,No
CUST101697,58,694670,1466926,696,24,Yes
CUST101698,42,1001818,616967,373,36,No
CUST101699,22,1023857,1361147,715,12,No
CUST101700,44,321635,640555,634,24,Yes
CUST101701,28,898614,50799,595,36,Yes
CUST101702,31,420935,1416379,383,48,Yes
CUST101703,33,1760142,588769,314,48,No
CUST101704,37,1302210,337555,433,24,Yes
CUST101705,28,1204221,697302,777,12,No
CUST101706,41,903022,458177,618,36,Yes
CUST101707,38,1073420,564111,691,48,No
CUST101708,50,692503,1150266,778,48,No
CUST101709,38,418599,627158,667,12,No
CUST101710,51,437919,1074040,666,24,No
CUST101711,58,668668,741495,587,60,Yes
CUST101712,52,603359,136928,677,36,No
CUST101713,31,1733183,784158,762,48,No
CUST101714,45,1840307,645053,312,60,Yes
CUST101715,53,1540144,1384492,835,12,No
CUST101716,58,1599564,855231,467,24,Yes
CUST101717,61,1028416,1472771,569,36,Yes
CUST101718,28,241505,704229,369,12,No
CUST101719,31,1351054,1122131,617,24,No
CUST101720,42,1311275,1487939,675,12,Yes
CUST101721,44,1144461,1496053,388,48,No
CUST101722,61,1667256,431977,556,48,No
CUST101723,37,1100444,905434,516,60,No
CUST101724,32,354721,358697,749,12,No
CUST101725,52,1210165,1363808,843,48,No
CUST101726,35,1021190,575403,440,24,No
CUST101727,36,336668,1037618,460,60,No
CUST101728,42,478518,773486,331,36,Yes
CUST101729,48,842974,122908,451,12,No
CUST101730,40,1514495,421087,559,48,No
CUST101731,53,1634520,59422,578,24,No
CUST101732,30,1007461,224698,584,12,No
CUST101733,60,808269,663521,841,24,Yes
CUST101734,52,1564359,892606,447,60,No
CUST101735,53,1362586,1136319,366,48,Yes
CUST101736,22,1803969,500415,578,48,No
CUST101737,53,723472,1491008,742,60,Yes
CUST101738,53,606884,703288,698,24,No
CUST101739,61,459021,1483498,427,12,No
CUST101740,33,347032,78834,636,24,No
CUST101741,50,850807,598723,781,12,No
CUST101742,53,1391005,1185788,485,60,No
CUST101743,33,657820,486770,468,36,No
CUST101744,46,1089171,628843,559,12,No
CUST101745,42,1562516,135350,806,48,No
CUST101746,59,477948,64716,820,48,No
CUST101747,22,1900596,1158837,770,48,No
CUST101748,58,1233237,995032,460,24,No
CUST101749,59,1918562,838427,588,24,No
CUST101750,46,359204,742019,639,24,No
CUST101751,35,1123953,1114098,801,48,No
CUST101752,54,1529785,1490352,405,12,No
CUST101753,62,1087935,379782,774,48,No
CUST101754,64,305072,937766,762,12,No
CUST101755,60,864490,605134,782,24,No
CUST101756,31,289360,910075,452,36,No
CUST101757,23,262287,1027600,448,24,No
CUST101758,26,1486585,1385119,487,60,No
CUST101759,29,907062,780520,430,12,No
CUST101760,26,892353,273734,751,36,No
CUST101761,29,887235,1098278,815,24,No
CUST101762,59,970644,794027,790,36,No
CUST101763,51,861414,173182,775,48,No
CUST101764,52,430881,98591,562,12,No
CUST101765,61,1355933,1250362,837,60,No
CUST101766,32,1690309,1073671,758,48,No
CUST101767,28,407440,1396597,835,36,No
CUST101768,28,753958,134106,594,24,No
CUST101769,48,1074820,411998,734,12,No
CUST101770,40,1599876,214486,574,60,No
CUST101771,27,1407955,660864,607,24,No
CUST101772,31,968447,784303,675,60,Yes
CUST101773,40,1446735,785062,457,12,No
CUST101774,36,394152,777468,503,36,Yes
CUST101775,24,803623,142508,374,60,No
CUST101776,26,1012744,1407555,679,12,No
CUST101777,42,1222660,768693,603,60,No
CUST101778,46,1315561,948886,361,24,No
CUST101779,23,1903608,728283,407,60,No
CUST101780,61,1175112,1214638,486,24,No
CUST101781,62,683178,1029359,528,24,Yes
CUST101782,34,1419925,422598,347,12,Yes
CUST101783,31,755839,672672,567,48,No
CUST101784,38,814101,751506,553,60,No
CUST101785,32,649813,1420752,386,36,Yes
CUST101786,43,1635062,1474241,480,24,No
CUST101787,32,1949148,952810,324,48,No
CUST101788,33,1258213,591428,687,24,No
CUST101789,45,1153197,314814,521,48,No
CUST101790,39,1127328,1397239,696,48,No
CUST101791,56,1902417,1025315,810,36,No
CUST101792,28,751238,153565,739,48,No
CUST101793,49,616704,720051,474,36,No
CUST101794,52,1900734,941588,610,12,No
CUST101795,64,1746336,235964,573,24,Yes
CUST101796,38,200215,1286855,334,36,No
CUST101797,26,567747,1096094,516,24,Yes
CUST101798,38,997955,1345237,707,60,No
CUST101799,39,1055121,1263088,818,12,No
CUST101800,42,1272410,1369350,568,60,No
CUST101801,57,1545194,1358876,774,60,No
CUST101802,52,1815930,1338220,624,48,No
CUST101803,61,1217375,804108,655,48,No
CUST101804,23,472544,782878,389,60,No
CUST101805,48,734633,1172767,341,48,Yes
CUST101806,30,1282472,1051622,664,24,No
CUST101807,55,1727222,1199167,501,48,No
CUST101808,49,1747963,316152,665,60,No
CUST101809,35,1014661,419552,587,48,No
CUST101810,53,710269,312640,780,48,No
CUST101811,27,1516303,411911,800,36,No
CUST101812,32,1122401,1096251,351,36,No
CUST101813,50,713622,335356,402,60,Yes
CUST101814,41,1320113,881659,660,24,No
CUST101815,51,597783,956185,723,12,No
CUST101816,44,1847671,1218694,504,12,No
CUST101817,40,853936,322028,313,60,No
CUST101818,57,1099084,166481,769,24,No
CUST101819,24,670455,118259,765,24,Yes
CUST101820,48,868689,99810,603,24,No
CUST101821,64,432117,1228502,726,36,No
CUST101822,40,1582512,66375,409,60,No
CUST101823,44,1642020,288117,814,12,Yes
CUST101824,52,1461862,992722,367,24,No
CUST101825,61,761340,1260213,545,60,No
CUST101826,56,650985,152654,688,12,No
CUST101827,54,246032,869407,607,36,Yes
CUST101828,56,704910,250798,651,48,Yes
CUST101829,22,1206225,182955,365,12,Yes
CUST101830,35,1544406,1035926,759,12,No
CUST101831,54,1063413,124489,646,12,Yes
CUST101832,56,823090,582669,624,48,No
CUST101833,26,1120313,194867,332,24,No
CUST101834,59,1482913,112999,367,48,No
CUST101835,62,1421433,362051,486,12,No
CUST101836,32,629763,906899,491,36,No
CUST101837,23,504962,743852,512,12,No
CUST101838,38,1582647,469627,727,36,No
CUST101839,60,1969617,947156,650,60,Yes
CUST101840,41,541609,1250182,407,36,Yes
CUST101841,35,1993798,415213,539,12,No
CUST101842,53,950887,594284,515,48,No
CUST101843,55,837509,1204258,476,12,Yes
CUST101844,46,499477,395753,629,12,No
CUST101845,28,1375033,559220,749,60,No
CUST101846,56,1527296,1040170,746,24,Yes
CUST101847,50,1368451,1462210,836,12,No
CUST101848,43,1080432,121325,478,60,Yes
CUST101849,62,666995,426570,694,48,No
CUST101850,64,755889,1116105,444,60,No
CUST101851,34,1054378,627834,497,60,No
CUST101852,34,1562836,1368662,383,36,No
CUST101853,22,1766541,756376,384,24,No
CUST101854,57,1759048,672068,756,24,No
CUST101855,25,828474,1361016,775,48,No
CUST101856,58,1049326,1166521,552,60,No
CUST101857,61,889995,109980,371,48,No
CUST101858,34,1829618,893214,522,48,No
CUST101859,59,1477623,215301,575,24,No
CUST101860,45,292850,670670,545,24,Yes
CUST101861,40,1096197,1152020,640,24,No
CUST101862,22,1989055,347180,770,12,No
CUST101863,59,1603411,1358762,753,60,Yes
CUST101864,26,1811735,732527,306,48,No
CUST101865,37,1442522,888099,487,60,No
CUST101866,45,670949,1181913,303,48,No
CUST101867,48,1015943,1412188,424,48,No
CUST101868,22,1067392,1171470,314,48,No
CUST101869,55,1166325,496300,824,48,No
CUST101870,57,1497776,637426,539,36,Yes
CUST101871,25,925527,1383308,659,36,No
CUST101872,21,1555182,899333,817,12,Yes
CUST101873,60,1703174,460887,619,24,No
CUST101874,32,683410,1093228,530,48,No
CUST101875,56,1805438,1181614,329,60,No
CUST101876,43,1874936,968164,833,36,No
CUST101877,51,1683702,419355,455,24,Yes
CUST101878,31,1453179,843354,698,12,No
CUST101879,30,1929122,1274369,645,24,Yes
CUST101880,23,1926749,500472,494,48,No
CUST101881,34,934172,826385,467,24,No
CUST101882,36,1989461,953649,676,48,No
CUST101883,30,309779,250015,788,36,No
CUST101884,49,1267133,1222914,661,36,No
CUST101885,30,1407708,1126419,781,48,No
CUST101886,32,652082,1056840,543,60,No
CUST101887,50,534248,1031489,470,36,No
CUST101888,61,1726369,415208,812,60,No
CUST101889,21,861440,277997,705,48,No
CUST101890,25,1393502,1224993,506,48,No
CUST101891,40,923055,1215161,453,36,No
CUST101892,28,1930961,604634,347,60,Yes
CUST101893,63,1432630,269356,300,48,No
CUST101894,32,765369,1483872,706,36,No
CUST101895,21,1121872,948201,406,48,No
CUST101896,40,954981,534600,472,24,No
CUST101897,48,581325,870015,805,24,No
CUST101898,63,1013526,1242211,429,36,Yes
CUST101899,57,1163544,227132,697,48,No
CUST101900,57,528910,310609,593,36,No
CUST101901,32,1403639,696231,746,12,No
CUST101902,57,883970,819822,315,36,No
CUST101903,64,805751,739050,648,36,No
CUST101904,48,1938614,1471953,502,24,No
CUST101905,35,1535186,275784,433,24,Yes
CUST101906,26,673656,64925,825,48,No
CUST101907,64,1158379,1181760,807,36,Yes
CUST101908,40,1274657,249330,365,36,No
CUST101909,34,1272930,710715,779,48,No
CUST101910,22,817585,1406789,758,60,Yes
CUST101911,29,1004732,799695,641,48,No
CUST101912,57,1312960,1199430,458,24,No
CUST101913,40,1894548,890903,460,24,No
CUST101914,46,1047324,344849,553,36,No
CUST101915,49,235525,224981,826,24,No
CUST101916,21,1144036,269678,848,48,No
CUST101917,55,206464,178501,454,36,No
CUST101918,26,1789426,1214937,785,48,No
CUST101919,57,1828378,1283387,731,48,No
CUST101920,25,575572,257892,326,36,No
CUST101921,53,1361140,661561,311,60,No
CUST101922,34,1618767,1383961,366,24,Yes
CUST101923,32,1716011,100818,841,12,Yes
CUST101924,62,756922,201967,395,12,No
CUST101925,40,394215,404451,514,12,No
CUST101926,44,1795929,1292057,493,24,No
CUST101927,63,465039,1427640,589,60,No
CUST101928,54,1591579,496771,843,48,No
